trip_id,year,month,day,hour,min,sec,long,latt,Pk_mrng,Pk_evng,off_peak,miday,day,dist_km,time,diff_time,time_hr,spd_mph,Season,wk,atemp,rain,snow,mtemp,mintem,mgust,mrh,wcl,hi,rd_type,AADT,bll,ctl,spl,swl,mpr,rcyrd,npoi,RCI,nbstp,dbstp,LUI,BI,com,res,cigr,pw,oth,dint,nbr,dhmp,dcbd,duc,uc,dpark,dwater,dhvn,dwden,popden,empden,SWT,SPT,CTT,BLT,dshop,dgovt,drec,dpebu,dscho,dfood,dreta
0017facc-60ca-48e3-92ba-b5b6480a990d,2018,8,11,22,25,34,-119.4995052,49.88685486,0,0,1,0,0,0.025,0.934,0.001,0.013,1.195,1,1,23.6,0,0,34.3,13.7,37,62,38.68,44.51,1,74.49,0.12524,0,0.20074,0.67321,0.741,1.09,34,2,0,0.312,0.77,0.48,0.0148,0,0.023,0.0406,0.0093,0.03872,0,0.52928,0.6208,0.30791,1,0.40278,0.81587,0.02729,1.76,16.553,9.5,1,0,0,0,0.36598,0.18916,0.08735,0.03242,0.27038,0.01535,0.00573
0017facc-60ca-48e3-92ba-b5b6480a990d,2018,8,11,22,25,37,-119.4995052,49.88685486,0,0,1,0,0,0,0.934,0,0.001,0,1,1,23.6,0,0,34.3,13.7,37,62,38.68,44.51,1,74.49,0.12524,0,0.20074,0.67321,0.741,1.09,34,2,0,0.312,0.77,0.48,0.0148,0,0.023,0.0406,0.0093,0.03872,0,0.52928,0.6208,0.30791,1,0.40278,0.81587,0.02729,1.76,16.553,9.5,1,0,0,0,0.36598,0.18916,0.08735,0.03242,0.27038,0.01535,0.00573
0017facc-60ca-48e3-92ba-b5b6480a990d,2018,8,11,22,26,12,-119.4994236,49.88672436,0,0,1,0,0,0.017,0.935,0,0.01,1.091,1,1,23.6,0,0,34.3,13.7,37,62,38.68,44.51,1,74.49,0.12524,0,0.20074,0.67321,0.741,1.09,34,2,0,0.312,0.77,0.48,0.0148,0,0.023,0.0406,0.0093,0.03872,0,0.52928,0.6208,0.30791,1,0.40278,0.81587,0.02729,1.76,16.553,9.5,1,0,0,0,0.36598,0.18916,0.08735,0.03242,0.27038,0.01535,0.00573
0017facc-60ca-48e3-92ba-b5b6480a990d,2018,8,11,22,26,20,-119.4994236,49.88672436,0,0,1,0,0,0,0.935,0,0.002,0,1,1,23.6,0,0,34.3,13.7,37,62,38.68,44.51,1,74.49,0.12524,0,0.20074,0.67321,0.741,1.09,34,2,0,0.312,0.77,0.48,0.0148,0,0.023,0.0406,0.0093,0.03872,0,0.52928,0.6208,0.30791,1,0.40278,0.81587,0.02729,1.76,16.553,9.5,1,0,0,0,0.36598,0.18916,0.08735,0.03242,0.27038,0.01535,0.00573
0017facc-60ca-48e3-92ba-b5b6480a990d,2018,8,11,22,26,29,-119.499761,49.88671365,0,0,1,0,0,0.038,0.935,0,0.003,9.302,1,1,23.6,0,0,34.3,13.7,37,62,38.68,44.51,1,74.49,0.12524,0,0.20074,0.67321,0.741,1.09,34,2,0,0.3404,0.77,0.48,0.0148,0,0.023,0.0406,0.0093,0.01032,4,0.50088,0.6492,0.27951,1,0.37438,0.78747,0.00111,1.76,16.553,9.5,0,0,0,0,0.39438,0.18317,0.11575,0.06082,0.29712,0.00315,0.01863
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,33,59,-119.4885377,49.895995,0,0,1,0,0,0.087,0.94,0.001,0.018,3.093,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,3,68,0.43771,0,0,0.27787,12.18,1.03,23,2,1,0.00084,0.65,0.41,0.0332,0,0.0174,0.016,0,0.02289,0,1.51919,1.16791,0.0575,1,0.43182,1.8758,0.00987,3.36,10.115,6.95,0,0,0,1,0.71894,0.62963,0.20213,0.00318,0.90189,0.16315,0.13983
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,34,29,-119.4885084,49.8950793,0,0,1,0,0,0.102,0.941,0,0.008,7.574,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,3,68,0.43771,0,0,0.27787,12.18,1.03,23,2,1,0.04091,0.65,0.41,0.0332,0,0.0174,0.016,0,0.01718,0,1.47912,1.12786,0.09756,1,0.39175,1.91587,0.04994,3.36,10.115,6.95,0,0,0,1,0.759,0.66824,0.24219,0.03689,0.86183,0.20322,0.11071
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,36,9,-119.4884941,49.8932695,0,0,1,0,0,0.201,0.942,0.001,0.028,4.488,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,154.05,0.66947,0,0,1.24462,2.507,0.81,2,3,3,0.02656,0.64,0.5,0.0048,0.0224,0.0134,0,0.001,0.01177,0,1.27189,0.92063,0.01237,1,0.18452,2.1231,0.12683,15.84,16.553,9.5,0,0,0,1,0.96007,0.46101,0.36855,0.24412,0.65459,0.27666,0.09653
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,37,6,-119.4885118,49.891457,0,0,1,0,0,0.201,0.942,0.001,0.016,7.886,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,86,0.40477,0,0.198,1.0414,2.516,0.87,4,2,2,0.03966,0.38,0.45,0,0.0367,0.003,0.0018,0.0023,0.02666,0,1.04174,0.69549,0.02666,1,0.04563,2.13216,0.06452,18.88,20.269,5.15,0,0,0,1,0.93057,0.29839,0.30889,0.16437,0.42444,0.34691,0.32668
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,38,3,-119.4885508,49.8896322,0,0,1,0,0,0.203,0.943,0.001,0.016,7.941,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,83,0.43059,0,0,1.22404,2.954,0.53,3,2,1,0.09598,0.38,0.41,0.0015,0.0347,0.0013,0,0.0043,0.02618,0,0.86049,0.51424,0.02618,1,0.22688,1.95091,0.06813,11.36,20.269,5.15,0,0,0,1,0.74932,0.18756,0.47167,0.18756,0.24319,0.44216,0.41223
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,39,34,-119.4885398,49.8878165,0,0,1,0,0,0.202,0.944,0.001,0.025,4.948,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,138.71,0.43059,0,0,1.22404,2.954,0.53,3,2,1,0.193,0.38,0.4,0.0015,0.0347,0.0013,0,0.0043,0.05422,0,0.65144,0.5596,0.05422,1,0.43593,1.74506,0.07927,11.36,20.269,5.15,0,0,0,1,0.54027,0.14879,0.3134,0.02823,0.28856,0.37067,0.24053
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,40,34,-119.4886049,49.8859957,0,0,1,0,0,0.202,0.945,0.001,0.017,7.531,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,112,0.42635,0,0,1.39524,1.742,0.56,36,3,3,0.04296,0.74,0.49,0.0124,0.0188,0.0019,0,0.0095,0.02131,0,0.5014,0.74497,0.02135,1,0.62858,1.59502,0.04533,10.08,20.269,5.15,1,0,0,0,0.39023,0.04386,0.16337,0.01022,0.16337,0.22064,0.09049
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,41,25,-119.4886684,49.8841891,0,0,1,0,0,0.201,0.945,0.001,0.014,8.79,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,140,0.32077,0,0,1.93652,2.173,0.29,105,3,0,0.14699,0.68,0.46,0.0124,0.0109,0,0,0.0106,0.03051,0,0.22974,0.94982,0.03051,1,0.94385,1.35694,0.04841,3.2,20.269,5.15,0,0,0,1,0.08205,0.06156,0.25716,0.06156,0.16825,0.08205,0.08205
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,42,28,-119.4886224,49.8823686,0,0,1,0,0,0.202,0.946,0.001,0.018,7.169,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,139.25,0.46216,0,0,0.80459,2.651,0.93,16,3,2,0.04815,0.9,0.48,0.002,0.0211,0.0114,0.0114,0.0157,0.00083,0,0.28245,1.12845,0.00083,1,0.99656,1.40965,0.01735,4.32,53.861,4.6,0,0,0,2,0.26067,0.24019,0.25108,0.03016,0.14797,0.26067,0.06997
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,43,16,-119.4886085,49.8805484,0,0,1,0,0,0.202,0.947,0.001,0.013,9.405,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,2,20.19,0.3697,0,0,1.36257,2.31,0.49,10,3,2,0.09265,0.39,0.43,0,0.0301,0.0001,0.0001,0.0114,0.00581,0,0.48966,1.32305,0.00581,1,0.91996,1.51874,0.01878,9.76,53.861,4.6,0,0,0,1,0.46788,0.26197,0.0555,0.0555,0.0382,0.43155,0.27718
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,44,18,-119.4885828,49.8787471,0,0,1,0,0,0.2,0.947,0.001,0.017,7.206,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,125,0.45995,0,0,0.35738,2.661,0.54,8,3,0,0.14458,0.08,0.33,0,0.043,0.0012,0,0,0.01559,0,0.64332,1.56028,0.01559,0,0.71391,1.70098,0.03184,18.88,51.498,2.95,1,0,0,0,0.69349,0.27274,0.18173,0.03999,0.2638,0.40006,0.38613
002fb55c-2b0d-471d-8222-b3caa6d00583,2018,10,14,22,45,20,-119.4881711,49.8769519,0,0,1,0,0,0.205,0.948,0.001,0.017,7.367,2,1,5.9,0,0,14.4,-1.4,41,80,22.26,23.91,1,123,0.45995,0,0,0.35738,2.661,0.54,8,3,0,0.1187,0.08,0.33,0,0.043,0.0012,0,0,0.02726,0,0.69158,1.75699,0.21231,0,0.70129,1.80528,0.18894,18.88,51.498,2.95,0,0,0,1,0.89021,0.46946,0.37845,0.23408,0.46052,0.20334,0.58285
